id,name,lat,lon,country,line,tiv_usd,bi_tiv_usd,hub
LOC00473,Kingston Marine #0473,18.0292,-76.5655,Jamaica,Marine Cargo,8591000,0,Kingston
LOC00474,Shenzhen High-Net-Worth #0474,22.5716,114.11,China,High-Net-Worth Homeowners,3161000,0,Shenzhen
LOC00475,Valencia Commercial #0475,39.4262,-0.3744,Spain,Commercial Property,49292000,14183000,Valencia
LOC00476,Houston Commercial #0476,29.5184,-95.6525,United States,Commercial Property,13638000,6521000,Houston
LOC00477,Hong Kong Commercial #0477,22.2028,114.145,China,Commercial Property,28089000,8933000,Hong Kong
LOC00478,Tokyo High-Net-Worth #0478,35.7012,139.7214,Japan,High-Net-Worth Homeowners,15353000,0,Tokyo
LOC00479,San Francisco Commercial #0479,37.7744,-122.376,United States,Commercial Property,26592000,13862000,San Francisco
LOC00480,Valparaiso Commercial #0480,-32.8631,-71.2821,Chile,Commercial Property,43475000,23903000,Valparaiso
LOC00481,New York Commercial #0481,40.7517,-74.0355,United States,Commercial Property,25619000,12110000,New York
LOC00482,Miami Commercial #0482,25.5172,-80.1421,United States,Commercial Property,20056000,5186000,Miami
LOC00483,Naha Okinawa Marine #0483,26.2519,127.73,Japan,Marine Cargo,10386000,0,Naha Okinawa
LOC00484,Mexico City Commercial #0484,19.3943,-99.1961,Mexico,Commercial Property,14178000,6078000,Mexico City
LOC00485,Tampa Marine #0485,27.9556,-82.3968,United States,Marine Cargo,11305000,0,Tampa
LOC00486,Praia High-Net-Worth #0486,14.8229,-23.8973,Cape Verde,High-Net-Worth Homeowners,9408000,0,Praia
LOC00487,Tokyo Commercial #0487,35.6679,139.724,Japan,Commercial Property,27393000,10250000,Tokyo
LOC00488,San Diego Commercial #0488,32.6561,-117.2136,United States,Commercial Property,20297000,12084000,San Diego
LOC00489,Maui Marine #0489,20.7775,-156.447,United States,Marine Cargo,29127000,0,Maui
LOC00490,Nairobi Commercial #0490,-1.6193,36.6743,Kenya,Commercial Property,38518000,20857000,Nairobi
LOC00491,Taipei Commercial #0491,25.1013,121.5229,Taiwan,Commercial Property,25076000,7463000,Taipei
LOC00492,Dubai Commercial #0492,25.2529,55.1212,United Arab Emirates,Commercial Property,10226000,5358000,Dubai
LOC00493,Honolulu High-Net-Worth #0493,21.197,-157.8356,United States,High-Net-Worth Homeowners,9148000,0,Honolulu
LOC00494,La Paz BCS Commercial #0494,24.1626,-110.5079,Mexico,Commercial Property,10355000,4072000,La Paz BCS
LOC00495,San Francisco Commercial #0495,37.8938,-122.6157,United States,Commercial Property,361602000,117007000,San Francisco
LOC00496,Hamburg Commercial #0496,53.665,10.3264,Germany,Commercial Property,68906000,27462000,Hamburg
LOC00497,Dubai Commercial #0497,25.2528,55.1558,United Arab Emirates,Commercial Property,18063000,5697000,Dubai
LOC00498,Izmir Marine #0498,38.1255,27.0118,Türkiye,Marine Cargo,3069000,0,Izmir
LOC00499,Osaka Commercial #0499,34.5623,135.42,Japan,Commercial Property,90168000,34342000,Osaka
LOC00500,Surabaya Marine #0500,-7.3609,112.8029,Indonesia,Marine Cargo,5010000,0,Surabaya
LOC00501,Charleston Commercial #0501,32.8093,-79.9176,United States,Commercial Property,62200000,33114000,Charleston
LOC00502,Los Angeles High-Net-Worth #0502,34.0742,-118.2983,United States,High-Net-Worth Homeowners,3031000,0,Los Angeles
LOC00503,Sydney Commercial #0503,-34.0479,151.0942,Australia,Commercial Property,16275000,6338000,Sydney
LOC00504,London Commercial #0504,51.4352,0.5498,United Kingdom,Commercial Property,23790000,10085000,London
LOC00505,Osaka Commercial #0505,34.4154,135.3756,Japan,Commercial Property,49891000,19506000,Osaka
LOC00506,Honolulu High-Net-Worth #0506,21.2743,-158.4103,United States,High-Net-Worth Homeowners,3866000,0,Honolulu
LOC00507,Jakarta Commercial #0507,-6.1804,106.9753,Indonesia,Commercial Property,29410000,7300000,Jakarta
LOC00508,Kinshasa Commercial #0508,-4.346,15.242,Democratic Republic of the Congo,Commercial Property,39011000,22919000,Kinshasa
LOC00509,Osaka Energy #0509,34.676,135.5704,Japan,Energy,342044000,0,Osaka
LOC00510,Jakarta Commercial #0510,-6.1937,106.8627,Indonesia,Commercial Property,21422000,11339000,Jakarta
LOC00511,Mumbai Commercial #0511,19.1764,72.6821,India,Commercial Property,4851000,2172000,Mumbai
LOC00512,Izmir Commercial #0512,38.0333,26.9557,Türkiye,Commercial Property,13231000,6221000,Izmir
LOC00513,Visakhapatnam Commercial #0513,17.6088,83.2785,India,Commercial Property,42693000,25295000,Visakhapatnam
LOC00514,Lagos Marine #0514,6.5234,3.3802,Nigeria,Marine Cargo,5819000,0,Lagos
LOC00515,San Francisco Commercial #0515,37.7142,-122.4179,United States,Commercial Property,8877000,3096000,San Francisco
LOC00516,London Commercial #0516,51.5142,-0.1532,United Kingdom,Commercial Property,20387000,10332000,London
LOC00517,Honolulu High-Net-Worth #0517,21.2834,-157.5971,United States,High-Net-Worth Homeowners,1577000,0,Honolulu
LOC00518,New York Commercial #0518,40.6549,-74.0188,United States,Commercial Property,13945000,5871000,New York
LOC00519,Kinshasa High-Net-Worth #0519,-4.5443,15.3951,Democratic Republic of the Congo,High-Net-Worth Homeowners,1897000,0,Kinshasa
LOC00520,Boston Commercial #0520,42.3718,-71.0725,United States,Commercial Property,17851000,8588000,Boston
LOC00521,San Francisco Commercial #0521,37.8192,-122.2453,United States,Commercial Property,53053000,26876000,San Francisco
LOC00522,New Orleans Commercial #0522,29.8124,-90.0776,United States,Commercial Property,36674000,20054000,New Orleans
LOC00523,Shanghai Commercial #0523,31.187,121.4491,China,Commercial Property,21350000,7289000,Shanghai
LOC00524,Hong Kong Commercial #0524,22.2222,114.0443,China,Commercial Property,71654000,26888000,Hong Kong
LOC00525,New York Commercial #0525,40.7438,-73.9986,United States,Commercial Property,33979000,7852000,New York
LOC00526,New Orleans Marine #0526,29.9786,-90.1062,United States,Marine Cargo,18480000,0,New Orleans
LOC00527,Jakarta High-Net-Worth #0527,-6.2632,106.8973,Indonesia,High-Net-Worth Homeowners,7262000,0,Jakarta
LOC00528,Milan Commercial #0528,45.4923,8.9919,Italy,Commercial Property,16622000,6267000,Milan
LOC00529,La Paz BCS High-Net-Worth #0529,24.1033,-110.5384,Mexico,High-Net-Worth Homeowners,7984000,0,La Paz BCS
LOC00530,Sydney Commercial #0530,-33.8871,150.9642,Australia,Commercial Property,35237000,9647000,Sydney
LOC00531,Tokyo Commercial #0531,35.6787,139.7732,Japan,Commercial Property,19271000,4617000,Tokyo
LOC00532,Honolulu High-Net-Worth #0532,21.1127,-157.8366,United States,High-Net-Worth Homeowners,2334000,0,Honolulu
LOC00533,Osaka Commercial #0533,34.8811,135.4414,Japan,Commercial Property,11947000,3299000,Osaka
LOC00534,Manila Commercial #0534,14.5984,120.9815,Philippines,Commercial Property,41914000,20878000,Manila
LOC00535,Puerto Vallarta High-Net-Worth #0535,20.6314,-105.3823,Mexico,High-Net-Worth Homeowners,18716000,0,Puerto Vallarta
LOC00536,Tampa Commercial #0536,27.9437,-82.43,United States,Commercial Property,64442000,21545000,Tampa
LOC00537,Tampa Commercial #0537,27.9966,-82.4196,United States,Commercial Property,7007000,3428000,Tampa
LOC00538,Puerto Vallarta Commercial #0538,20.6288,-105.1979,Mexico,Commercial Property,64719000,27739000,Puerto Vallarta
LOC00539,San Juan High-Net-Worth #0539,18.4367,-65.9196,Puerto Rico,High-Net-Worth Homeowners,8429000,0,San Juan
LOC00540,Houston Commercial #0540,29.7638,-95.3671,United States,Commercial Property,57680000,15552000,Houston
LOC00541,Houston Commercial #0541,29.7454,-95.3426,United States,Commercial Property,14835000,5980000,Houston
LOC00542,London Commercial #0542,51.5144,-0.1308,United Kingdom,Commercial Property,65606000,24841000,London
LOC00543,Mexico City High-Net-Worth #0543,19.516,-99.0058,Mexico,High-Net-Worth Homeowners,11843000,0,Mexico City
LOC00544,Boston Commercial #0544,42.3725,-71.039,United States,Commercial Property,8842000,4392000,Boston
LOC00545,Istanbul Commercial #0545,40.9906,28.9841,Türkiye,Commercial Property,23882000,7012000,Istanbul
LOC00546,Miami High-Net-Worth #0546,25.6698,-80.3311,United States,High-Net-Worth Homeowners,8572000,0,Miami
LOC00547,Puerto Vallarta Commercial #0547,20.6239,-105.2411,Mexico,Commercial Property,30889000,6455000,Puerto Vallarta
LOC00548,San Francisco Marine #0548,37.7458,-122.5133,United States,Marine Cargo,27598000,0,San Francisco
LOC00549,London High-Net-Worth #0549,51.4966,-0.0892,United Kingdom,High-Net-Worth Homeowners,4026000,0,London
LOC00550,New York Commercial #0550,40.695,-74.188,United States,Commercial Property,14137000,7015000,New York
LOC00551,Boston Commercial #0551,42.1961,-71.1491,United States,Commercial Property,41097000,22551000,Boston
LOC00552,Boston High-Net-Worth #0552,42.3739,-71.0242,United States,High-Net-Worth Homeowners,8655000,0,Boston
LOC00553,Tokyo Commercial #0553,35.6369,139.7521,Japan,Commercial Property,9449000,3628000,Tokyo
LOC00554,Boston High-Net-Worth #0554,42.2082,-70.7642,United States,High-Net-Worth Homeowners,1677000,0,Boston
LOC00555,San Francisco Commercial #0555,37.8212,-122.5874,United States,Commercial Property,12177000,4627000,San Francisco
LOC00556,Taipei High-Net-Worth #0556,25.2494,121.7385,Taiwan,High-Net-Worth Homeowners,10389000,0,Taipei
LOC00557,Los Angeles High-Net-Worth #0557,34.1925,-118.5965,United States,High-Net-Worth Homeowners,6702000,0,Los Angeles
LOC00558,Naples FL High-Net-Worth #0558,26.2484,-81.6522,United States,High-Net-Worth Homeowners,2332000,0,Naples FL
LOC00559,Kinshasa Marine #0559,-4.0434,15.3126,Democratic Republic of the Congo,Marine Cargo,2723000,0,Kinshasa
LOC00560,Manila Commercial #0560,14.5864,120.9956,Philippines,Commercial Property,9683000,3412000,Manila
LOC00561,Miami High-Net-Worth #0561,25.7391,-80.1976,United States,High-Net-Worth Homeowners,6514000,0,Miami
LOC00562,London Commercial #0562,51.6925,-0.2392,United Kingdom,Commercial Property,32167000,10860000,London
LOC00563,Miami High-Net-Worth #0563,25.7512,-80.185,United States,High-Net-Worth Homeowners,2359000,0,Miami
LOC00564,Lima High-Net-Worth #0564,-12.0464,-77.0368,Peru,High-Net-Worth Homeowners,4462000,0,Lima
LOC00565,Maui High-Net-Worth #0565,20.8075,-156.346,United States,High-Net-Worth Homeowners,2654000,0,Maui
LOC00566,Santiago Energy #0566,-33.4222,-70.6672,Chile,Energy,195369000,0,Santiago
LOC00567,Jakarta Commercial #0567,-6.0636,106.7732,Indonesia,Commercial Property,16555000,3349000,Jakarta
LOC00568,New York High-Net-Worth #0568,40.4066,-73.9015,United States,High-Net-Worth Homeowners,1511000,0,New York
LOC00569,Kampala High-Net-Worth #0569,0.3477,32.5637,Uganda,High-Net-Worth Homeowners,9797000,0,Kampala
LOC00570,San Francisco Commercial #0570,37.6955,-122.3534,United States,Commercial Property,39353000,18044000,San Francisco
LOC00571,Cabo San Lucas Commercial #0571,23.0218,-109.9703,Mexico,Commercial Property,8641000,3426000,Cabo San Lucas
LOC00572,Chennai Marine #0572,13.1252,80.1615,India,Marine Cargo,9717000,0,Chennai
LOC00573,Acapulco Commercial #0573,16.7965,-99.7635,Mexico,Commercial Property,52524000,16068000,Acapulco
LOC00574,Hamburg Marine #0574,53.5476,10.0244,Germany,Marine Cargo,7323000,0,Hamburg
LOC00575,New York Commercial #0575,40.7822,-74.0429,United States,Commercial Property,16836000,5153000,New York
LOC00576,New Orleans Commercial #0576,29.9174,-90.2057,United States,Commercial Property,104185000,24366000,New Orleans
LOC00577,Los Angeles Commercial #0577,34.0509,-118.3236,United States,Commercial Property,58134000,26117000,Los Angeles
LOC00578,Manila Commercial #0578,14.3558,120.8678,Philippines,Commercial Property,11631000,2984000,Manila
LOC00579,Shenzhen Energy #0579,22.6739,114.1541,China,Energy,32596000,0,Shenzhen
LOC00580,San Juan Commercial #0580,18.5111,-66.1031,Puerto Rico,Commercial Property,6290000,3098000,San Juan
LOC00581,Dubai High-Net-Worth #0581,25.1213,55.2069,United Arab Emirates,High-Net-Worth Homeowners,5658000,0,Dubai
LOC00582,London Commercial #0582,51.6292,0.1981,United Kingdom,Commercial Property,46125000,20828000,London
LOC00583,Miami Commercial #0583,25.7122,-80.1021,United States,Commercial Property,16173000,9061000,Miami
LOC00584,London Commercial #0584,51.6051,-0.2304,United Kingdom,Commercial Property,71615000,30150000,London
LOC00585,Chennai Marine #0585,13.1939,80.2938,India,Marine Cargo,12556000,0,Chennai
LOC00586,Honolulu High-Net-Worth #0586,21.3092,-157.8516,United States,High-Net-Worth Homeowners,3061000,0,Honolulu
LOC00587,Acapulco Commercial #0587,16.8232,-99.8597,Mexico,Commercial Property,17742000,5960000,Acapulco
LOC00588,San Francisco Commercial #0588,37.4581,-122.3889,United States,Commercial Property,32343000,10390000,San Francisco
LOC00589,La Paz BCS High-Net-Worth #0589,24.2889,-110.0953,Mexico,High-Net-Worth Homeowners,763000,0,La Paz BCS
LOC00590,Bogota Commercial #0590,4.7766,-74.2877,Colombia,Commercial Property,32113000,10555000,Bogota
LOC00591,Santo Domingo Commercial #0591,18.5025,-69.9418,Dominican Republic,Commercial Property,12521000,4545000,Santo Domingo
LOC00592,New York Commercial #0592,40.8396,-73.8914,United States,Commercial Property,8605000,3611000,New York
LOC00593,Kinshasa Commercial #0593,-4.495,15.2776,Democratic Republic of the Congo,Commercial Property,38600000,17724000,Kinshasa
LOC00594,Nairobi Commercial #0594,-1.3299,36.7867,Kenya,Commercial Property,34016000,17756000,Nairobi
LOC00595,London Energy #0595,51.3966,0.2911,United Kingdom,Energy,152611000,0,London
LOC00596,Cancun High-Net-Worth #0596,21.0573,-86.8431,Mexico,High-Net-Worth Homeowners,737000,0,Cancun
LOC00597,Santiago Commercial #0597,-33.5877,-70.841,Chile,Commercial Property,8257000,4215000,Santiago
LOC00598,San Juan Commercial #0598,18.3436,-66.1681,Puerto Rico,Commercial Property,29497000,6145000,San Juan
LOC00599,Surabaya Marine #0599,-7.2694,112.7032,Indonesia,Marine Cargo,13903000,0,Surabaya
LOC00600,London Commercial #0600,51.4653,-0.597,United Kingdom,Commercial Property,34757000,11698000,London
LOC00601,Shanghai Commercial #0601,31.2297,121.4699,China,Commercial Property,18520000,7472000,Shanghai
LOC00602,Sydney Commercial #0602,-34.0245,150.8158,Australia,Commercial Property,77145000,44779000,Sydney
LOC00603,London Marine #0603,51.471,-0.1798,United Kingdom,Marine Cargo,13926000,0,London
LOC00604,La Paz BCS High-Net-Worth #0604,24.0554,-110.324,Mexico,High-Net-Worth Homeowners,285000,0,La Paz BCS
LOC00605,Dubai Commercial #0605,25.2505,55.22,United Arab Emirates,Commercial Property,33141000,18576000,Dubai
LOC00606,Dubai High-Net-Worth #0606,25.1717,55.3079,United Arab Emirates,High-Net-Worth Homeowners,11308000,0,Dubai
LOC00607,Manzanillo Marine #0607,19.1003,-104.3306,Mexico,Marine Cargo,7607000,0,Manzanillo
LOC00608,Boston High-Net-Worth #0608,42.7776,-71.0986,United States,High-Net-Worth Homeowners,1469000,0,Boston
LOC00609,Tokyo Commercial #0609,35.6587,139.7465,Japan,Commercial Property,54824000,20593000,Tokyo
LOC00610,Tampa Commercial #0610,27.9519,-82.4515,United States,Commercial Property,43141000,21111000,Tampa
LOC00611,Puerto Vallarta Commercial #0611,20.4967,-105.0462,Mexico,Commercial Property,32473000,10289000,Puerto Vallarta
LOC00612,Athens Energy #0612,37.8492,23.5923,Greece,Energy,228451000,0,Athens
LOC00613,Visakhapatnam Marine #0613,17.6896,83.2203,India,Marine Cargo,2786000,0,Visakhapatnam
LOC00614,Mexico City Commercial #0614,19.4517,-99.0896,Mexico,Commercial Property,31742000,15531000,Mexico City
LOC00615,Houston Energy #0615,29.7879,-95.4295,United States,Energy,152753000,0,Houston
LOC00616,Tokyo Commercial #0616,35.8157,139.6506,Japan,Commercial Property,94366000,46574000,Tokyo
LOC00617,Lagos Energy #0617,6.5662,3.3281,Nigeria,Energy,196324000,0,Lagos
LOC00618,San Francisco Commercial #0618,37.7771,-122.4671,United States,Commercial Property,32363000,18996000,San Francisco
LOC00619,London High-Net-Worth #0619,51.1978,-0.3136,United Kingdom,High-Net-Worth Homeowners,10563000,0,London
LOC00620,Los Angeles Commercial #0620,34.0694,-118.3203,United States,Commercial Property,31387000,12597000,Los Angeles
LOC00621,San Juan Commercial #0621,18.4589,-66.1283,Puerto Rico,Commercial Property,21006000,9440000,San Juan
LOC00622,New York High-Net-Worth #0622,40.7494,-73.9626,United States,High-Net-Worth Homeowners,7528000,0,New York
LOC00623,Miami Commercial #0623,25.9696,-80.2423,United States,Commercial Property,10500000,3696000,Miami
LOC00624,New Orleans Energy #0624,29.9524,-90.0764,United States,Energy,220395000,0,New Orleans
LOC00625,Chennai Commercial #0625,13.0369,80.2595,India,Commercial Property,46098000,23958000,Chennai
LOC00626,Shanghai Marine #0626,31.2809,121.2373,China,Marine Cargo,9322000,0,Shanghai
LOC00627,Honolulu Commercial #0627,21.1903,-157.7972,United States,Commercial Property,111100000,29391000,Honolulu
LOC00628,Shanghai Commercial #0628,31.1483,121.3631,China,Commercial Property,14033000,5444000,Shanghai
LOC00629,Dubai High-Net-Worth #0629,25.1942,55.2533,United Arab Emirates,High-Net-Worth Homeowners,1633000,0,Dubai
LOC00630,Bogota Commercial #0630,4.6838,-73.9318,Colombia,Commercial Property,14244000,4490000,Bogota
LOC00631,Boston Commercial #0631,42.4465,-71.3071,United States,Commercial Property,72934000,30140000,Boston
LOC00632,Shenzhen Marine #0632,22.912,114.3032,China,Marine Cargo,7360000,0,Shenzhen
LOC00633,Tokyo Commercial #0633,35.6541,139.6826,Japan,Commercial Property,21913000,8757000,Tokyo
LOC00634,Mexico City High-Net-Worth #0634,19.3802,-98.9924,Mexico,High-Net-Worth Homeowners,3579000,0,Mexico City
LOC00635,New Orleans Marine #0635,30.046,-90.1345,United States,Marine Cargo,35954000,0,New Orleans
LOC00636,San Francisco Commercial #0636,37.8679,-122.2339,United States,Commercial Property,30899000,12100000,San Francisco
LOC00637,Miami High-Net-Worth #0637,25.8237,-80.1767,United States,High-Net-Worth Homeowners,14346000,0,Miami
LOC00638,Sydney Commercial #0638,-33.9138,151.2013,Australia,Commercial Property,15339000,8563000,Sydney
LOC00639,Kaohsiung High-Net-Worth #0639,22.6509,120.3129,Taiwan,High-Net-Worth Homeowners,5339000,0,Kaohsiung
LOC00640,Nassau High-Net-Worth #0640,25.2088,-77.0881,Bahamas,High-Net-Worth Homeowners,9571000,0,Nassau
LOC00641,Bogota Commercial #0641,4.5014,-74.1914,Colombia,Commercial Property,21481000,11916000,Bogota
LOC00642,Shanghai Marine #0642,31.2401,121.3427,China,Marine Cargo,4526000,0,Shanghai
LOC00643,Lagos Commercial #0643,6.4896,3.2639,Nigeria,Commercial Property,58439000,12770000,Lagos
LOC00644,New Orleans Commercial #0644,29.9986,-90.1694,United States,Commercial Property,40960000,8668000,New Orleans
LOC00645,Kona / Hilo High-Net-Worth #0645,19.9715,-155.8459,United States,High-Net-Worth Homeowners,8926000,0,Kona / Hilo
LOC00646,Bogota High-Net-Worth #0646,4.5832,-73.7933,Colombia,High-Net-Worth Homeowners,6022000,0,Bogota
LOC00647,Hamburg Commercial #0647,53.7379,9.6609,Germany,Commercial Property,12078000,6992000,Hamburg
LOC00648,Acapulco Marine #0648,16.9221,-99.8734,Mexico,Marine Cargo,7839000,0,Acapulco
LOC00649,Manila Commercial #0649,14.6442,121.008,Philippines,Commercial Property,4790000,2056000,Manila
LOC00650,New York High-Net-Worth #0650,40.8118,-74.0242,United States,High-Net-Worth Homeowners,2023000,0,New York
LOC00651,Tokyo High-Net-Worth #0651,35.5423,139.527,Japan,High-Net-Worth Homeowners,2082000,0,Tokyo
LOC00652,Santiago Commercial #0652,-33.5195,-70.2987,Chile,Commercial Property,12279000,7310000,Santiago
LOC00653,Istanbul Commercial #0653,41.0295,29.0698,Türkiye,Commercial Property,29378000,15200000,Istanbul
LOC00654,New York Commercial #0654,40.5947,-74.0648,United States,Commercial Property,27125000,10910000,New York
LOC00655,San Francisco High-Net-Worth #0655,37.6227,-122.5049,United States,High-Net-Worth Homeowners,3437000,0,San Francisco
LOC00656,Valparaiso Energy #0656,-32.8528,-71.7912,Chile,Energy,116583000,0,Valparaiso
LOC00657,Izmir Energy #0657,38.5624,27.2922,Türkiye,Energy,404592000,0,Izmir
LOC00658,Praia Marine #0658,14.8532,-23.59,Cape Verde,Marine Cargo,16666000,0,Praia
LOC00659,Santo Domingo Commercial #0659,18.2942,-69.9866,Dominican Republic,Commercial Property,96635000,48837000,Santo Domingo
LOC00660,Acapulco Marine #0660,16.7684,-100.0021,Mexico,Marine Cargo,35199000,0,Acapulco
LOC00661,Houston Energy #0661,29.5295,-95.5459,United States,Energy,40743000,0,Houston
LOC00662,Los Angeles Commercial #0662,33.9782,-118.1989,United States,Commercial Property,58158000,18005000,Los Angeles
LOC00663,Miami Commercial #0663,25.6192,-80.1429,United States,Commercial Property,27833000,8036000,Miami
LOC00664,Izmir Marine #0664,38.3624,27.1521,Türkiye,Marine Cargo,20433000,0,Izmir
LOC00665,London Commercial #0665,51.7219,-0.0224,United Kingdom,Commercial Property,102323000,36887000,London
LOC00666,Cabo San Lucas Commercial #0666,22.8179,-110.0586,Mexico,Commercial Property,14762000,6296000,Cabo San Lucas
LOC00667,Nairobi Commercial #0667,-1.3213,36.7769,Kenya,Commercial Property,38225000,21695000,Nairobi
LOC00668,Athens Commercial #0668,37.9357,23.5827,Greece,Commercial Property,24789000,6694000,Athens
LOC00669,Tokyo Commercial #0669,35.7488,139.967,Japan,Commercial Property,32798000,19399000,Tokyo
LOC00670,Charleston Commercial #0670,32.785,-79.935,United States,Commercial Property,22036000,12792000,Charleston
LOC00671,Osaka High-Net-Worth #0671,34.7897,135.3942,Japan,High-Net-Worth Homeowners,5429000,0,Osaka
LOC00672,Tokyo Commercial #0672,35.7924,139.8148,Japan,Commercial Property,42647000,18386000,Tokyo
LOC00673,Miami High-Net-Worth #0673,25.7613,-80.0942,United States,High-Net-Worth Homeowners,6218000,0,Miami
LOC00674,Cabo San Lucas Commercial #0674,22.8289,-109.9074,Mexico,Commercial Property,63454000,31673000,Cabo San Lucas
LOC00675,Acapulco Commercial #0675,16.6503,-99.6458,Mexico,Commercial Property,31296000,13891000,Acapulco
LOC00676,Charleston Marine #0676,33.0578,-80.016,United States,Marine Cargo,17774000,0,Charleston
LOC00677,London High-Net-Worth #0677,51.5503,-0.2154,United Kingdom,High-Net-Worth Homeowners,10047000,0,London
LOC00678,London High-Net-Worth #0678,51.4051,-0.0967,United Kingdom,High-Net-Worth Homeowners,13486000,0,London
LOC00679,Kona / Hilo High-Net-Worth #0679,19.6984,-156.0009,United States,High-Net-Worth Homeowners,5525000,0,Kona / Hilo
LOC00680,Boston Commercial #0680,42.5074,-70.9965,United States,Commercial Property,17162000,8941000,Boston
LOC00681,Izmir Marine #0681,38.398,27.1791,Türkiye,Marine Cargo,20925000,0,Izmir
LOC00682,Rotterdam Energy #0682,51.8994,4.5873,Netherlands,Energy,231382000,0,Rotterdam
LOC00683,Nairobi Commercial #0683,-1.2693,36.7541,Kenya,Commercial Property,41619000,20188000,Nairobi
LOC00684,New York Commercial #0684,40.6341,-74.0176,United States,Commercial Property,16946000,9820000,New York
LOC00685,Dubai High-Net-Worth #0685,25.2189,55.2868,United Arab Emirates,High-Net-Worth Homeowners,3407000,0,Dubai
LOC00686,San Francisco Commercial #0686,37.5944,-121.9907,United States,Commercial Property,36905000,21551000,San Francisco
LOC00687,Chennai Marine #0687,13.0725,80.2769,India,Marine Cargo,27583000,0,Chennai
LOC00688,New York Commercial #0688,40.8921,-74.1401,United States,Commercial Property,23972000,8406000,New York
LOC00689,Shenzhen Commercial #0689,22.536,113.8698,China,Commercial Property,22754000,13565000,Shenzhen
LOC00690,London Commercial #0690,51.4864,-0.2406,United Kingdom,Commercial Property,45663000,23662000,London
LOC00691,Milan High-Net-Worth #0691,45.5506,9.2537,Italy,High-Net-Worth Homeowners,5723000,0,Milan
LOC00692,Izmir Commercial #0692,38.5323,27.1609,Türkiye,Commercial Property,25040000,5620000,Izmir
LOC00693,Shanghai Commercial #0693,31.4717,121.426,China,Commercial Property,42642000,24989000,Shanghai
LOC00694,Concepcion Marine #0694,-36.8051,-73.0926,Chile,Marine Cargo,14348000,0,Concepcion
LOC00695,Kingston Commercial #0695,17.9707,-76.7902,Jamaica,Commercial Property,203325000,74799000,Kingston
LOC00696,Mexico City Commercial #0696,19.3457,-98.9213,Mexico,Commercial Property,11946000,6749000,Mexico City
LOC00697,Tampa Commercial #0697,27.7312,-82.3039,United States,Commercial Property,9950000,2410000,Tampa
LOC00698,Naples FL High-Net-Worth #0698,26.0534,-81.8078,United States,High-Net-Worth Homeowners,7984000,0,Naples FL
LOC00699,San Juan Commercial #0699,18.5645,-65.9981,Puerto Rico,Commercial Property,23110000,8240000,San Juan
LOC00700,Izmir Energy #0700,38.4517,27.1653,Türkiye,Energy,225025000,0,Izmir
LOC00701,Istanbul Marine #0701,41.1291,28.8413,Türkiye,Marine Cargo,6002000,0,Istanbul
LOC00702,Goma Commercial #0702,-1.5828,29.1984,Democratic Republic of the Congo,Commercial Property,31312000,13315000,Goma
LOC00703,Osaka Marine #0703,34.6611,135.5474,Japan,Marine Cargo,7613000,0,Osaka
LOC00704,Dubai Commercial #0704,25.1488,55.2687,United Arab Emirates,Commercial Property,20879000,6640000,Dubai
LOC00705,Houston Commercial #0705,29.7681,-95.3411,United States,Commercial Property,95786000,30564000,Houston
LOC00706,Istanbul Commercial #0706,41.035,29.4299,Türkiye,Commercial Property,11414000,6427000,Istanbul
LOC00707,Maui High-Net-Worth #0707,20.8606,-156.6138,United States,High-Net-Worth Homeowners,6502000,0,Maui
LOC00708,Lima High-Net-Worth #0708,-12.2101,-76.9007,Peru,High-Net-Worth Homeowners,4212000,0,Lima
LOC00709,Kona / Hilo High-Net-Worth #0709,19.7145,-156.0695,United States,High-Net-Worth Homeowners,2464000,0,Kona / Hilo
LOC00710,Honolulu Commercial #0710,21.1637,-157.8609,United States,Commercial Property,29091000,10111000,Honolulu
LOC00711,New York Commercial #0711,40.6905,-74.2078,United States,Commercial Property,22135000,7625000,New York
LOC00712,Houston Marine #0712,29.7887,-95.3469,United States,Marine Cargo,33476000,0,Houston
LOC00713,Santiago Commercial #0713,-33.5771,-70.9212,Chile,Commercial Property,19440000,9863000,Santiago
LOC00714,Maui Commercial #0714,20.7039,-156.4886,United States,Commercial Property,14020000,2862000,Maui
LOC00715,Shenzhen Commercial #0715,22.5845,114.1888,China,Commercial Property,55565000,13096000,Shenzhen
LOC00716,Shanghai Energy #0716,31.2134,121.4284,China,Energy,335891000,0,Shanghai
LOC00717,Istanbul Marine #0717,41.0332,29.0163,Türkiye,Marine Cargo,24819000,0,Istanbul
LOC00718,Osaka Marine #0718,34.7803,135.3449,Japan,Marine Cargo,6117000,0,Osaka
LOC00719,Cancun High-Net-Worth #0719,21.1295,-86.8215,Mexico,High-Net-Worth Homeowners,14247000,0,Cancun
LOC00720,Shenzhen Marine #0720,22.4288,113.9986,China,Marine Cargo,11365000,0,Shenzhen
LOC00721,Maui Commercial #0721,20.7457,-156.5603,United States,Commercial Property,10157000,4450000,Maui
LOC00722,Charleston High-Net-Worth #0722,32.8107,-79.8821,United States,High-Net-Worth Homeowners,27593000,0,Charleston
LOC00723,Miami Commercial #0723,25.6769,-80.1914,United States,Commercial Property,52361000,10751000,Miami
LOC00724,Kolkata Marine #0724,23.0075,88.1594,India,Marine Cargo,13750000,0,Kolkata
LOC00725,Miami Commercial #0725,25.6973,-80.1586,United States,Commercial Property,12509000,5401000,Miami
